chr	start	end	Distance.to.TSS	Gene.Name	strand	6OHDA_Tag	Sham_Tag	6OHDA_NDST3_Tag	Fold.Sham	Fold.6OHDA_NDST3
chr10	34172648	34172748	-719	Tspyl4	+	5.00	5.90	6.00	-1.18	1.2
chr10	34173217	34173317	-150	Tspyl4	+	3.50	4.90	4.50	-1.41	1.28
chr10	34264983	34265083	-944	Col10a1	+	3.50	7.90	1.50	-2.25	-2.34
chr10	34358354	34358473	-983	Frk	+	5.75	10.83	15.68	-1.89	2.72
chr10	37014525	37014627	346	Marcks	+	60.00	79.54	65.95	-1.33	1.1
chr10	37016051	37016151	573	5930403N24Rik	+	6.50	2.50	1.50	2.64	-4.34
chr10	39039620	39039855	53	Ccn6	+	48.75	48.45	51.66	1.01	1.06
chr10	39488155	39488255	-725	Traf3ip2	+	8.50	9.80	11.00	-1.16	1.29
chr10	39490325	39490425	-697	Gm16364	+	8.75	15.75	13.38	-1.8	1.53
chr10	39490437	39490537	-809	Gm16364	+	15.25	18.89	17.79	-1.24	1.16
chr10	39490571	39490671	-943	Gm16364	+	19.50	17.70	19.00	1.1	-1.03
chr10	39862574	39862674	18	Mfsd4b5	+	6.50	3.62	2.17	1.78	-3.01
chr10	40446173	40446333	-105	Slc22a16	+	118.25	101.66	113.02	1.16	-1.05
chr10	41179240	41179340	-53	Fig4	+	10.75	13.37	7.53	-1.24	-1.43
chr10	41932067	41932167	-668	Tdg-ps2	+	13.00	19.93	7.28	-1.53	-1.79
chr10	42637363	42637463	-79	Sec63	+	15.50	11.92	16.53	1.3	1.06
chr10	42637469	42637569	27	Sec63	+	16.00	13.30	15.50	1.2	-1.03
chr10	43096881	43097029	-527	Pdss2	+	11.50	11.30	11.50	1.02	-1
chr10	43621817	43621946	-273	1700027J07Rik	+	11.50	11.30	13.50	1.02	1.17
chr10	43622029	43622129	-75	1700027J07Rik	+	13.25	15.41	19.88	-1.17	1.5
chr10	43777907	43778075	188	Rtn4ip1	+	40.25	48.90	44.17	-1.21	1.1
chr10	44235392	44235503	-225	Mir1929	+	18.75	26.74	22.30	-1.42	1.19
chr10	44335393	44335493	-699	Prdm1	+	6.50	5.40	5.50	1.2	-1.18
chr10	51553607	51553825	-140	Rfx6	+	112.25	154.91	130.58	-1.38	1.16
chr10	52258378	52258478	-208	Gopc	+	24.75	20.00	19.70	1.24	-1.26
chr10	52258495	52258690	-372	Gopc	+	47.50	36.02	33.76	1.32	-1.41
chr10	52422274	52422394	-499	Zfa-ps	+	11.75	12.53	11.75	-1.07	-1
chr10	53156289	53156460	8	Gm19395	+	19.00	21.60	30.40	-1.14	1.6
chr10	53363696	53363796	-622	Gm40650	+	4.50	5.40	2.50	-1.2	-1.8
chr10	53395204	53395352	-193	Gm20597	+	33.00	23.74	30.36	1.39	-1.09
chr10	53951555	53951655	228	Man1a	+	13.25	5.30	9.68	2.49	-1.37
chr10	57507705	57507805	-322	Pkib	+	7.25	8.60	6.73	-1.18	-1.08
chr10	57521692	57521792	-223	Pkib	+	4.00	8.40	4.00	-2.09	-1
chr10	57526803	57526903	-224	Pkib	+	6.00	9.30	12.00	-1.56	2
chr10	60120059	60120230	-139	Psap	+	15.00	16.20	15.00	-1.08	-1
chr10	62197447	62197547	-617	Hk1os	+	7.75	3.78	11.37	2.03	1.46
chr10	62487205	62487339	-275	Ddx50	+	74.50	62.25	80.01	1.2	1.07
chr10	62602182	62602404	-908	Snord98	+	176.25	149.44	198.00	1.18	1.12
chr10	62856712	62856812	-683	Hnrnph3	+	35.75	29.38	40.76	1.22	1.14
chr10	62856849	62856949	-820	Hnrnph3	+	54.75	39.62	64.70	1.38	1.18
chr10	62857007	62857107	-978	Hnrnph3	+	25.00	17.02	33.23	1.47	1.33
chr10	63221421	63221521	-871	Dnajc12	+	20.00	17.27	12.82	1.16	-1.56
chr10	66036775	66036875	-555	1700023F02Rik	+	3.25	8.64	1.63	-2.67	-2
chr10	67121787	67121980	-823	Nrbf2	+	24.75	15.05	19.19	1.64	-1.29
chr10	68558495	68558700	-979	Tmem26	+	81.50	69.80	82.80	1.17	1.02
chr10	68659401	68659501	-847	Gm32931	+	5.50	11.30	1.50	-2.06	-3.67
chr10	69044411	69044511	79	Rhobtb1	+	16.50	17.20	16.00	-1.04	-1.03
chr10	69760700	69760800	-612	Ank3	+	3.50	7.90	3.00	-2.25	-1.17
chr10	70703460	70703560	-961	4930533K18Rik	+	20.00	10.05	22.56	1.98	1.13
chr10	70717439	70717570	-430	Rnu6	+	24.25	22.86	32.23	1.06	1.33
chr10	70717638	70717738	-246	Rnu6	+	15.00	5.90	16.50	2.54	1.1
chr10	75160337	75160437	-305	Adora2a	+	3.50	9.80	4.00	-2.81	1.14
chr10	75187387	75187579	-406	Gm5779	+	9.25	10.52	13.88	-1.14	1.5
chr10	77649542	77649712	-829	Krtap10-20	+	19.75	13.63	28.76	1.45	1.46
chr10	78244711	78244860	-406	Mir6907	+	176.75	104.36	199.95	1.69	1.13
chr10	78352235	78352335	-977	Or10b1	+	77.00	59.61	94.41	1.29	1.23
chr10	78454258	78454421	-431	Or1i2	+	21.00	9.80	15.00	2.13	-1.4
chr10	78752494	78752722	-68	Or7a38	+	193.25	173.63	263.25	1.11	1.36
chr10	79612465	79612565	-593	Fstl3	+	31.25	17.56	25.20	1.78	-1.24
chr10	79852151	79852251	-305	Arhgap45	+	6.00	14.03	9.82	-2.35	1.63
chr10	79937133	79937290	-190	Sbno2	+	22.25	10.68	25.79	2.08	1.16
chr10	79984651	79984751	595	Midn	+	59.75	61.22	74.46	-1.02	1.25
chr10	79984971	79985119	-471	Midn	+	229.50	169.46	318.79	1.35	1.39
chr10	80131230	80131330	-510	Apc2	+	9.75	10.04	9.24	-1.03	-1.06
chr10	80131724	80131878	11	Apc2	+	23.50	14.30	19.50	1.65	-1.21
chr10	80137253	80137353	-351	Apc2	+	9.50	17.77	20.06	-1.87	2.11
chr10	80164998	80165098	259	Pcsk4	+	87.25	59.62	97.37	1.46	1.12
chr10	80165179	80165282	77	Pcsk4	+	128.00	83.77	121.27	1.53	-1.06
chr10	80329870	80330078	-766	Onecut3	+	258.00	151.21	274.53	1.71	1.06
chr10	80413072	80413267	-39	Klf16	+	32.50	32.01	45.09	1.02	1.39
chr10	80590366	80590574	-567	Dot1l	+	198.50	178.65	248.63	1.11	1.25
chr10	80742261	80742391	-80	Lmnb2	+	249.25	210.26	316.02	1.19	1.27
chr10	80838075	80838175	-926	Gng7	+	10.50	4.40	8.00	2.37	-1.31
chr10	80940133	80940233	-267	Mir5615-2	+	10.50	8.40	7.50	1.26	-1.4
chr10	80940277	80940381	-121	Mir5615-2	+	5.50	2.50	4.00	2.24	-1.38
chr10	81018466	81018670	-273	Dapk3	+	56.25	54.86	81.16	1.03	1.44
chr10	81121536	81121764	-35	Tjp3	+	57.00	38.56	52.86	1.48	-1.08
chr10	81192717	81192945	-494	Mfsd12	+	127.25	93.74	141.71	1.36	1.11
chr10	81244638	81244753	-714	Gm16104	+	25.25	21.46	30.82	1.17	1.22
chr10	81244788	81244888	-571	Gm16104	+	29.75	19.04	35.20	1.56	1.18
chr10	81252799	81253008	-772	Mir1191b	+	21.50	15.34	26.11	1.4	1.21
chr10	81395324	81395424	96	Tle5	+	12.25	9.60	15.82	1.27	1.29
chr10	81433266	81433416	83	Tle6	+	32.25	19.55	34.16	1.65	1.06
chr10	81484486	81484586	-367	Gm10778	+	21.25	17.58	17.10	1.21	-1.24
chr10	81484620	81484720	-233	Gm10778	+	29.00	21.60	25.00	1.34	-1.16
chr10	81484842	81484942	-11	Gm10778	+	12.75	11.08	17.34	1.15	1.36
chr10	84412132	84412232	-629	Tcp11l2	+	14.00	16.20	19.00	-1.16	1.35
chr10	84938905	84939054	488	Tmem263	+	17.50	16.24	19.04	1.08	1.09
chr10	85020786	85020886	82	Cry1	+	9.25	3.80	6.17	2.41	-1.5
chr10	86893610	86893710	-250	1700113H08Rik	+	7.50	10.30	3.50	-1.38	-2.15
chr10	88441352	88441540	-432	Mybpc1	+	18.25	17.95	35.38	1.02	1.94
chr10	89280505	89280771	-809	Gas2l3	+	70.00	49.70	62.40	1.41	-1.12
chr10	89370291	89370391	-857	Nr1h4	+	8.00	17.20	13.50	-2.15	1.68
chr10	90960332	90960432	-553	Slc25a3	+	10.25	11.03	5.13	-1.08	-2
chr10	93288735	93288835	-473	Lta4h	+	4.50	7.40	4.00	-1.64	-1.13
chr10	93425762	93425927	-324	Snrpf	+	43.25	58.16	57.23	-1.35	1.32
chr10	93800055	93800155	-380	Mir331	+	8.50	5.40	15.50	1.57	1.82
chr10	94134526	94134626	-11	Gm4792	+	2.50	12.80	14.00	-5.12	5.59
chr10	94134747	94134847	-232	Gm4792	+	15.00	9.80	24.50	1.52	1.63
chr10	94523889	94524077	492	Cep83os	+	36.25	32.77	33.13	1.11	-1.09
chr10	95251863	95251963	161	Socs2	+	6.75	6.65	8.83	1.02	1.31
chr10	95395110	95395210	23	Mir3058	+	6.50	7.40	15.00	-1.14	2.3
chr10	96452304	96452404	-509	Btg1	+	2.00	2.50	7.00	-1.23	3.49
chr10	96452500	96452600	-313	Btg1	+	5.50	9.30	7.50	-1.7	1.36
chr10	97479735	97479884	-121	Epyc	+	7.25	12.96	11.71	-1.78	1.61
chr10	98749491	98749601	-958	Atp2b1	+	120.00	104.59	102.87	1.15	-1.17
chr10	98942592	98942780	-258	Poc1b	+	22.50	23.60	19.00	-1.05	-1.19
chr10	100170818	100171008	-625	Alyreffm9	+	28.50	33.32	30.43	-1.17	1.07
chr10	100186688	100186788	-217	Alyreffm7	+	11.75	21.15	18.90	-1.8	1.61
chr10	100186806	100186951	-77	Alyreffm7	+	24.00	42.30	33.90	-1.76	1.41
chr10	100201534	100201634	-777	Alyreffm9	+	23.50	16.84	11.75	1.39	-2
chr10	101517194	101517294	-104	Mgat4c	+	15.75	18.33	22.05	-1.16	1.4
chr10	105409402	105409588	845	Tmtc2	+	15.00	18.20	16.50	-1.21	1.1
chr10	105409647	105409747	643	Tmtc2	+	13.50	8.40	9.00	1.61	-1.5
chr10	107321899	107321999	46	Myf5	+	7.00	8.90	5.00	-1.26	-1.4
chr10	108167442	108167542	-558	Pawr	+	10.50	3.72	4.20	2.8	-2.5
chr10	108252697	108252797	-365	Gm36283	+	5.00	12.30	8.50	-2.46	1.7
chr10	108536106	108536206	-135	Brcc3dc	+	10.75	10.55	11.77	1.02	1.09
chr10	111335994	111336204	-550	Gm5176	+	50.00	33.07	42.83	1.51	-1.17
chr10	111996902	111997008	-723	Glipr1l3	+	8.50	6.90	7.50	1.23	-1.14
chr10	112105815	112105915	-57	Kcnc2	+	38.50	40.77	33.33	-1.06	-1.15
chr10	112105949	112106081	93	Kcnc2	+	64.50	64.90	50.79	-1.01	-1.27
chr10	112765030	112765130	-149	Atxn7l3b	+	4.50	14.30	8.00	-3.17	1.77
chr10	115198388	115198488	-32	Tmem19	+	9.00	7.90	5.00	1.14	-1.8
chr10	116364700	116364800	-896	Cnot2	+	11.00	15.02	11.52	-1.37	1.05
chr10	116416503	116416603	-112	Cnot2	+	18.00	22.60	18.00	-1.26	-1
chr10	116733302	116733402	-568	Myrfl	+	7.50	4.40	13.00	1.69	1.73
chr10	117118419	117118596	-330	Lyz2	+	8.25	15.24	21.66	-1.85	2.62
chr10	117629312	117629545	-818	Nup107	+	121.00	83.91	141.87	1.44	1.17
chr10	117682565	117682688	-747	Rap1b	+	25.00	16.86	22.96	1.48	-1.09
chr10	117682703	117682803	-874	Rap1b	+	22.50	20.20	19.50	1.12	-1.16
chr10	119076431	119076531	-521	Cand1	+	11.50	10.80	15.00	1.06	1.3
chr10	120038332	120038432	-347	Irak3	+	3.50	19.20	10.50	-5.48	2.99
chr10	121423208	121423308	-559	Tbk1	+	10.25	7.71	9.23	1.33	-1.11
chr10	121915946	121916046	-212	Gm9079	+	8.00	14.80	9.00	-1.84	1.12
chr10	121916153	121916253	-419	Gm9079	+	3.50	7.40	5.50	-2.11	1.57
chr10	122821785	122821885	-206	Mirlet7i	+	8.00	3.90	11.50	2.03	1.43
chr10	122912492	122912608	-140	Mon2	+	7.25	11.41	11.91	-1.57	1.64
chr10	122913076	122913176	-716	Mon2	+	165.75	160.11	176.56	1.04	1.07
chr10	126905798	126905969	247	Tspan31	+	187.75	139.16	214.24	1.35	1.14
chr10	126957231	126957340	-256	Os9	+	57.75	59.69	45.27	-1.03	-1.28
chr10	126957354	126957454	-375	Os9	+	49.75	54.77	48.13	-1.1	-1.03
chr10	127000414	127000572	-532	B4galnt1	+	19.25	15.50	16.72	1.24	-1.15
chr10	127001182	127001282	207	B4galnt1	+	9.50	5.40	7.00	1.76	-1.36
chr10	127030589	127030712	-468	F420014N23Rik	+	57.00	38.72	71.15	1.47	1.25
chr10	127177827	127177927	-429	Gli1	+	44.00	28.36	44.92	1.55	1.02
chr10	127177961	127178132	-598	Gli1	+	29.25	23.90	34.70	1.22	1.19
chr10	127350727	127350854	-18	Ndufa4l2	+	23.00	24.08	29.54	-1.05	1.29
chr10	127512418	127512518	-466	Nemp1	+	25.25	12.67	17.68	1.99	-1.43
chr10	127512552	127512677	-320	Nemp1	+	11.50	7.90	12.50	1.46	1.08
chr10	128133911	128134040	-22	Il23a	+	20.00	22.05	30.15	-1.1	1.51
chr10	128134079	128134179	-176	Il23a	+	19.00	11.98	17.97	1.59	-1.06
chr10	128212229	128212329	-714	Ankrd52	+	0.50	1.00	2.00	-1.97	3.99
chr10	128237847	128238024	-842	Slc39a5	+	18.25	18.94	21.80	-1.04	1.19
chr10	128583677	128583777	-21	Pym1	+	23.25	27.21	29.21	-1.17	1.26
chr10	128583882	128583982	184	Pym1	+	50.00	45.25	64.55	1.1	1.29
chr10	128584003	128584103	-271	Pym1	+	24.50	21.66	35.12	1.13	1.43
chr10	128626585	128626706	-134	Mmp19	+	106.25	107.94	163.86	-1.02	1.54
chr10	128743818	128743918	-920	Cd63	+	41.25	37.17	39.64	1.11	-1.04
chr10	128744142	128744242	-596	Cd63	+	29.00	15.20	19.00	1.9	-1.53
chr10	128883739	128883839	-859	Or6c8b	+	2.75	6.78	9.35	-2.46	3.39
chr10	128916113	128916213	-333	Or6c8	+	1.00	5.90	2.00	-5.9	2
chr11	3150617	3150717	-15	Sfi1	+	7.25	1.93	2.07	3.81	-3.51
chr11	3150718	3150831	-122	Sfi1	+	10.25	5.96	5.39	1.72	-1.9
chr11	3913425	3913547	-489	Pes1	+	21.00	12.01	31.14	1.75	1.49
chr11	4186646	4186746	-89	Osm	+	134.25	117.44	209.77	1.14	1.56
chr11	4186808	4186942	90	Osm	+	95.50	78.80	141.11	1.21	1.48
chr11	4216433	4216533	-313	Lif	+	10.50	12.30	13.00	-1.17	1.24
chr11	4697775	4697875	-646	Cabp7	+	19.00	18.71	15.41	1.02	-1.24
chr11	5015902	5016002	-625	Gas2l1	+	25.25	28.72	41.31	-1.14	1.64
chr11	5788481	5788635	-542	Polm	+	155.75	95.03	154.94	1.64	-1.01
chr11	5788654	5788754	-688	Polm	+	63.25	40.99	65.19	1.54	1.03
chr11	5848872	5848978	-143	Myl7	+	63.25	24.12	42.23	2.62	-1.5
chr11	6394388	6394488	5	H2az2	+	9.50	5.90	5.50	1.61	-1.73
chr11	6471200	6471300	-292	Myo1g	+	4.00	8.71	3.43	-2.19	-1.17
chr11	9067421	9067592	-502	Upp1	+	14.50	16.20	20.50	-1.12	1.41
chr11	16900798	16900898	434	Eldr	+	30.00	38.40	32.90	-1.28	1.1
chr11	16901803	16901960	471	Fbxo48	+	11.00	9.80	9.50	1.12	-1.16
chr11	17001186	17001286	-623	Cnrip1	+	14.00	16.52	14.54	-1.18	1.04
chr11	19014887	19014987	-338	4933406G16Rik	+	23.25	19.49	31.24	1.19	1.35
chr11	19014989	19015089	-236	4933406G16Rik	+	14.00	11.80	17.50	1.19	1.25
chr11	19015164	19015264	-61	4933406G16Rik	+	3.00	3.00	3.00	1.02	-1
chr11	21322053	21322153	-836	Ugp2	+	11.25	9.59	3.58	1.17	-3.15
chr11	22561167	22561383	-434	Gm12052	+	36.00	61.64	45.03	-1.71	1.25
chr11	22923135	22923235	-319	Commd1	+	13.75	7.27	7.13	1.9	-1.93
chr11	22957395	22957495	-902	Fam161a	+	11.25	4.79	6.65	2.34	-1.7
chr11	23256331	23256541	-459	Usp34	+	62.75	66.14	64.16	-1.05	1.02
chr11	24122758	24122858	-27	4930538E20Rik	+	13.50	10.30	10.00	1.31	-1.35
chr11	29497229	29497329	-671	Clhc1	+	4.50	6.90	14.00	-1.53	3.11
chr11	30148995	30149095	-788	Sptbn1	+	15.50	14.80	12.00	1.05	-1.29
chr11	30149180	30149302	-984	Sptbn1	+	12.00	13.30	7.00	-1.11	-1.72
chr11	30217234	30217334	-174	Gm8098	+	21.00	21.60	28.40	-1.03	1.35
chr11	30217600	30217700	192	Gm8098	+	12.00	5.40	4.50	2.22	-2.67
chr11	31949386	31949519	-967	Nsg2	+	46.00	50.65	50.45	-1.1	1.1
chr11	32051248	32051348	-70	Gm12108	+	23.25	17.51	23.25	1.33	-1
chr11	32051696	32051796	-518	Gm12108	+	10.25	14.84	12.30	-1.45	1.2
chr11	32225896	32225996	-654	Hba-x	+	6.00	6.40	8.50	-1.07	1.41
chr11	32226001	32226116	-542	Hba-x	+	9.25	9.54	10.28	-1.04	1.11
chr11	32236337	32236437	-577	Hbq1b	+	7.50	6.90	9.50	1.09	1.26
chr11	32404932	32405032	-388	Ubtd2	+	14.25	7.76	5.09	1.84	-2.81
chr11	32592084	32592184	-421	Fbxw11	+	15.75	19.88	10.16	-1.26	-1.55
chr11	32592322	32592430	-179	Fbxw11	+	16.75	13.69	9.95	1.23	-1.69
chr11	33097887	33098028	-557	Fgf18	+	22.50	18.20	18.50	1.24	-1.22
chr11	35011737	35011837	-496	Slit3	+	8.50	11.30	10.50	-1.33	1.23
chr11	40586016	40586116	-36	Mat2b	+	10.00	12.80	10.50	-1.28	1.05
chr11	43040458	43040558	-196	Atp10b	+	5.50	4.40	6.00	1.24	1.09
chr11	43572144	43572244	-631	Pwwp2a	+	7.00	8.90	8.00	-1.26	1.14
chr11	43572395	43572495	-380	Pwwp2a	+	13.25	10.11	7.64	1.31	-1.74
chr11	43572606	43572706	-169	Pwwp2a	+	15.00	5.90	16.00	2.54	1.06
chr11	44408848	44408948	-885	Rnf145	+	8.50	22.10	11.00	-2.6	1.29
chr11	45008059	45008278	-413	Gm12159	+	54.00	35.40	48.90	1.52	-1.1
chr11	45835918	45836018	-206	Lsm11	+	5.00	6.90	6.50	-1.38	1.3
chr11	45870218	45870318	-869	Sox30	+	3.75	13.88	4.82	-3.69	1.28
chr11	46280514	46280614	-222	Itk	+	2.00	3.00	8.00	-1.48	3.99
chr11	46281028	46281128	-736	Itk	+	8.00	10.80	8.50	-1.35	1.06
chr11	47270145	47270245	-43	Sgcd	+	11.00	8.90	7.86	1.23	-1.4
chr11	48690180	48690280	0	Gm36109	+	22.50	24.10	19.00	-1.07	-1.19
chr11	48690327	48690427	-147	Gm36109	+	17.00	18.20	25.00	-1.07	1.47
chr11	48690546	48690646	-366	Gm36109	+	3.00	4.40	2.50	-1.48	-1.2
chr11	48837803	48838045	-687	Psme2b	+	135.25	91.81	140.01	1.47	1.04
chr11	48871052	48871219	-910	9930111J21Rik2	+	58.25	48.66	61.21	1.2	1.05
chr11	49425493	49425593	-471	Or2y12	+	6.00	8.90	5.50	-1.48	-1.09
chr11	49554081	49554181	-291	Scgb3a1	+	22.25	21.85	30.75	1.02	1.38
chr11	49554198	49554298	-174	Scgb3a1	+	30.50	22.10	39.40	1.38	1.29
chr11	50115800	50115900	-312	Mgat4b	+	10.00	15.20	6.00	-1.52	-1.67
chr11	50492727	50492827	-135	Adamts2	+	15.25	25.35	14.72	-1.66	-1.04
chr11	50492856	50493053	42	Adamts2	+	21.75	30.15	28.22	-1.39	1.3
chr11	50718897	50718997	-389	Zfp354c	+	7.50	3.40	8.00	2.18	1.06
chr11	52655174	52655274	-309	Fstl4	+	4.00	2.22	6.29	1.83	1.57
chr11	53457273	53457373	817	A430108G06Rik	+	26.25	14.13	35.60	1.86	1.36
chr11	54413312	54413412	-309	Rapgef6	+	14.00	8.59	12.96	1.64	-1.08
chr11	57692981	57693081	568	Sap30l	+	8.75	13.42	11.32	-1.53	1.29
chr11	58214791	58214891	-650	Zfp672	+	14.50	6.90	27.90	2.11	1.93
chr11	58323304	58323404	-31	Gm12253	+	241.75	207.17	316.34	1.17	1.31
chr11	58323427	58323543	100	Gm12253	+	196.75	163.35	251.74	1.2	1.28
chr11	59839494	59839719	566	Med9	+	147.00	118.19	176.91	1.24	1.2
chr11	61543546	61543646	-551	Grap	+	22.00	23.08	30.08	-1.05	1.37
chr11	61543727	61543827	-370	Grap	+	21.50	16.70	22.50	1.29	1.04
chr11	62495207	62495359	-73	Snord65	+	25.25	28.22	32.22	-1.12	1.28
chr11	62538909	62539096	-127	Lrrc75a	+	68.50	46.52	85.04	1.47	1.24
chr11	63019671	63019771	-87	Pmp22	+	6.50	4.40	4.50	1.47	-1.45
chr11	63969374	63969474	874	Cox10	+	14.75	20.85	21.36	-1.41	1.45
chr11	65053994	65054094	-257	Arhgap44	+	12.75	7.75	8.67	1.65	-1.47
chr11	65679149	65679359	-69	Map2k4	+	48.25	51.79	42.05	-1.07	-1.15
chr11	66846414	66846545	561		+	9.25	11.98	8.22	-1.29	-1.13
chr11	68818349	68818449	-492	Odf4	+	9.00	2.50	14.00	3.66	1.55
chr11	69088575	69088749	7	Alox8	+	42.50	31.63	51.51	1.34	1.21
chr11	69527259	69527402	-985	Mir467f	+	14.25	7.76	20.87	1.84	1.46
chr11	69552860	69552960	565	Mpdu1	+	13.00	10.40	16.12	1.25	1.24
chr11	69553010	69553111	415	Mpdu1	+	13.75	18.68	25.91	-1.36	1.88
chr11	69557848	69557948	-902	Cd68	+	13.75	9.13	15.79	1.5	1.15
chr11	69913915	69914124	-789	Dlg4	+	63.25	41.64	80.12	1.52	1.27
chr11	70021165	70021337	68	Mgl2	+	61.00	35.81	64.97	1.7	1.06
chr11	70213593	70213815	-348	Alox12e	+	9.75	4.29	10.78	2.26	1.1
chr11	70410002	70410191	61	Gltpd2	+	57.50	30.24	63.96	1.9	1.11
chr11	70510068	70510168	-98	Chrne	+	16.75	10.64	26.39	1.57	1.57
chr11	70596266	70596395	-486	Mir6925	+	43.50	28.00	38.40	1.55	-1.13
chr11	70654828	70654976	-371	Zfp3	+	15.25	20.21	13.15	-1.32	-1.16
chr11	72441150	72441344	-175	Spns3	+	119.50	96.90	152.70	1.23	1.28
chr11	72497445	72497545	-592	Ube2g1	+	24.25	9.70	18.19	2.49	-1.34
chr11	75540994	75541094	-301	Myo1c	+	6.25	3.75	10.42	1.65	1.66
chr11	76562487	76562648	-729	Bhlha9	+	21.75	34.22	26.93	-1.57	1.24
chr11	76570642	76570838	41	Trarg1	+	13.25	13.05	14.27	1.02	1.07
chr11	76836436	76836555	13	Blmh	+	41.75	27.34	41.65	1.52	-1
chr11	77498562	77498662	29	Taok1	+	7.00	5.90	9.50	1.19	1.35
chr11	77499462	77499562	-871	Taok1	+	38.75	29.81	51.23	1.3	1.32
chr11	77872686	77872786	-906	Phf12	+	10.25	4.30	14.35	2.37	1.4
chr11	77984526	77984626	-940	Fam222b	+	25.75	17.03	36.76	1.51	1.43
chr11	78152482	78152582	-48	Bltp2	+	38.50	42.25	46.00	-1.1	1.2
chr11	79145935	79146035	-464	Wsb1	+	18.25	7.30	17.24	2.51	-1.06
chr11	79146200	79146300	-729	Wsb1	+	29.50	20.50	37.16	1.44	1.26
chr11	79146372	79146472	-901	Wsb1	+	92.75	48.29	107.33	1.92	1.16
chr11	82781274	82781449	89	Rad51d	+	156.50	135.37	172.72	1.16	1.1
chr11	83327477	83327577	-993	1700020L24Rik	+	10.25	17.28	20.50	-1.69	2
chr11	83327673	83327773	-797	1700020L24Rik	+	17.25	16.95	19.79	1.02	1.14
chr11	83412981	83413081	-106	Heatr9	+	7.00	13.30	7.50	-1.9	1.07
chr11	84760898	84761119	177	Ggnbp2os	+	49.75	47.48	60.82	1.05	1.22
chr11	87471314	87471495	-483	Septin4	+	3.50	3.00	3.50	1.19	-1
chr11	87589626	87589726	-674	1110028F11Rik	+	4.00	10.30	6.00	-2.58	1.5
chr11	88864106	88864315	-551	Coil	+	42.75	41.58	59.13	1.03	1.38
chr11	90554436	90554536	-661	Tom1l1	+	8.75	7.68	5.66	1.14	-1.55
chr11	90623530	90623630	-14	Gm34938	+	11.50	21.20	15.50	-1.84	1.35
chr11	93885884	93885984	-983	Spag9	+	251.50	185.45	270.30	1.36	1.07
chr11	94133598	94133699	-243	Wfikkn2	+	45.00	48.66	61.08	-1.08	1.36
chr11	94133882	94133982	-527	Wfikkn2	+	27.75	24.88	32.69	1.12	1.18
chr11	94413211	94413311	-933	Mycbpap	+	31.25	15.58	23.69	2	-1.32
chr11	94455162	94455302	-641	Chad	+	19.50	5.40	16.50	3.6	-1.18
chr11	94544100	94544270	384	Eme1	+	46.00	38.90	52.90	1.18	1.15
chr11	94544346	94544446	173	Eme1	+	9.00	12.80	12.50	-1.42	1.39
chr11	94967867	94967967	-280	Itga3	+	1.25	0.83	2.50	1.52	2
chr11	95274848	95274948	-784	Slc35b1	+	5.25	6.59	13.13	-1.25	2.5
chr11	97041472	97041674	372	Tbkbp1	+	44.25	29.83	52.70	1.48	1.19
chr11	98700107	98700207	-477	Casc3	+	13.25	10.11	21.91	1.31	1.65
chr11	99489088	99489213	-218	Krtap9-3	+	11.50	5.40	8.00	2.13	-1.44
chr11	100333096	100333322	459	Klhl10	+	58.00	31.23	77.57	1.86	1.34
chr11	100364385	100364485	-827	Klhl11	+	29.50	9.64	31.94	3.05	1.08
chr11	100714273	100714373	-927	Stat5b	+	5.50	5.40	3.50	1.02	-1.57
chr11	101066866	101066966	-27	Cntnap1	+	9.50	5.13	11.61	1.85	1.22
chr11	101067003	101067154	135	Cntnap1	+	20.25	16.67	23.98	1.21	1.18
chr11	101143843	101143943	-640	Vps25	+	14.00	8.90	30.90	1.58	2.21
chr11	101315968	101316217	62	Ptges3l	+	53.50	34.90	76.90	1.53	1.44
chr11	101338522	101338622	-666	Ifi35	+	7.50	11.80	19.00	-1.57	2.53
chr11	101442247	101442430	443	Brca1	+	181.25	113.56	178.91	1.6	-1.01
chr11	101472258	101472393	-743	Tmem106a	+	8.00	13.46	16.53	-1.68	2.06
chr11	101785144	101785244	-14	Meox1	+	16.00	17.60	35.63	-1.1	2.23
chr11	102210140	102210240	228	Ubtf	+	3.50	6.40	8.00	-1.83	2.28
chr11	102296532	102296632	-769	Mir6930	+	16.75	18.43	30.35	-1.1	1.81
chr11	102296724	102296824	-961	Mir6930	+	39.50	22.81	58.14	1.73	1.47
chr11	102447163	102447263	-229	Gpatch8	+	5.75	4.78	5.18	1.2	-1.11
chr11	102447305	102447405	-371	Gpatch8	+	11.25	3.33	7.16	3.34	-1.57
chr11	102555961	102556107	-377	Meioc	+	52.75	26.47	45.99	2	-1.15
chr11	102556147	102556247	-214	Meioc	+	139.75	68.29	117.85	2.05	-1.19
chr11	103158922	103159051	-759	Map3k14	+	26.50	24.19	41.46	1.1	1.57
chr11	104441800	104441939	380	Myl4	+	77.25	47.92	74.10	1.61	-1.04
chr11	104442357	104442457	918	Myl4	+	156.00	83.69	162.38	1.86	1.04
chr11	105347670	105347770	-159	Marchf10	+	25.00	15.88	27.96	1.57	1.12
chr11	105347777	105347877	-266	Marchf10	+	35.25	24.09	38.21	1.46	1.08
chr11	105347880	105347980	-369	Marchf10	+	43.75	30.48	45.17	1.44	1.03
